"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"07/11/2017";"0300";"21,9";"22,2";"21,9";"72,0";"73,0";"71,0";"16,7";"16,8";"16,7";"1015,5";"1016,3";"1015,5";"1,4";"205,0";"7,6";"";"0,2"
"07/11/2017";"0400";"21,8";"22,0";"21,8";"73,0";"73,0";"72,0";"16,8";"16,8";"16,6";"1015,1";"1015,5";"1014,9";"1,4";"204,0";"5,5";"";"0,0"
"07/11/2017";"0500";"21,7";"22,0";"21,7";"74,0";"74,0";"72,0";"16,9";"16,9";"16,7";"1014,5";"1015,1";"1014,5";"1,8";"182,0";"6,5";"";"0,0"
"07/11/2017";"0600";"21,5";"21,8";"21,4";"76,0";"76,0";"73,0";"17,0";"17,1";"16,5";"1014,5";"1014,6";"1014,4";"1,9";"193,0";"7,6";"";"0,0"
"07/11/2017";"0700";"21,4";"21,5";"21,3";"75,0";"76,0";"75,0";"16,7";"17,0";"16,7";"1014,5";"1014,5";"1014,3";"2,0";"182,0";"6,0";"";"0,0"
"07/11/2017";"0800";"21,2";"21,4";"21,1";"74,0";"75,0";"74,0";"16,4";"16,7";"16,4";"1014,7";"1014,7";"1014,4";"1,9";"188,0";"6,0";"";"0,0"
"07/11/2017";"0900";"21,5";"21,5";"21,1";"73,0";"75,0";"73,0";"16,4";"16,6";"16,4";"1015,4";"1015,4";"1014,7";"1,8";"186,0";"6,1";"72,70";"0,0"
"07/11/2017";"1000";"23,4";"23,5";"21,5";"67,0";"73,0";"66,0";"16,9";"17,0";"16,5";"1015,9";"1015,9";"1015,4";"1,6";"205,0";"5,0";"667,30";"0,0"
"07/11/2017";"1100";"23,7";"23,7";"23,2";"66,0";"68,0";"66,0";"16,9";"17,2";"16,6";"1016,2";"1016,2";"1015,9";"1,8";"187,0";"7,7";"1007,70";"0,0"
"07/11/2017";"1200";"22,9";"23,9";"22,9";"66,0";"67,0";"62,0";"16,3";"17,1";"16,1";"1016,7";"1016,7";"1016,2";"2,8";"197,0";"8,1";"691,80";"0,0"
"07/11/2017";"1300";"23,7";"23,7";"22,9";"63,0";"67,0";"63,0";"16,1";"17,0";"16,1";"1016,9";"1016,9";"1016,7";"2,1";"168,0";"6,9";"649,70";"0,0"
"07/11/2017";"1400";"23,9";"24,1";"23,5";"65,0";"67,0";"63,0";"16,9";"17,2";"16,3";"1017,0";"1017,1";"1016,8";"2,3";"166,0";"6,2";"1020,30";"0,0"
"07/11/2017";"1500";"24,6";"25,6";"23,7";"63,0";"67,0";"58,0";"17,1";"17,8";"16,4";"1016,8";"1017,1";"1016,7";"3,1";"164,0";"8,6";"2267,20";"0,0"
"07/11/2017";"1600";"23,4";"25,0";"23,1";"68,0";"68,0";"59,0";"17,1";"17,5";"16,0";"1016,6";"1016,8";"1016,5";"2,7";"175,0";"9,3";"1908,10";"0,0"
"07/11/2017";"1700";"22,6";"23,7";"22,6";"70,0";"70,0";"64,0";"16,9";"17,6";"16,2";"1016,3";"1016,6";"1016,2";"2,4";"151,0";"9,3";"1218,60";"0,0"
"07/11/2017";"1800";"22,9";"23,0";"21,7";"68,0";"75,0";"68,0";"16,6";"17,4";"16,5";"1016,0";"1016,4";"1015,9";"1,8";"140,0";"6,7";"968,10";"0,0"
"07/11/2017";"1900";"22,4";"22,8";"22,3";"70,0";"70,0";"68,0";"16,7";"16,9";"16,5";"1015,8";"1016,0";"1015,8";"2,2";"174,0";"7,1";"415,40";"0,0"
"07/11/2017";"2000";"22,4";"22,5";"22,3";"71,0";"71,0";"69,0";"16,8";"16,8";"16,4";"1016,1";"1016,1";"1015,8";"1,3";"175,0";"6,5";"187,40";"0,0"
"07/11/2017";"2100";"21,5";"22,4";"21,1";"74,0";"77,0";"71,0";"16,7";"17,0";"16,7";"1016,4";"1016,4";"1016,0";"1,1";"210,0";"6,1";"35,50";"0,0"
"07/11/2017";"2200";"21,1";"21,7";"20,9";"76,0";"77,0";"70,0";"16,7";"16,8";"16,0";"1016,7";"1016,7";"1016,4";"0,9";"211,0";"3,7";"";"0,0"
"07/11/2017";"2300";"21,2";"21,2";"21,1";"74,0";"77,0";"74,0";"16,3";"16,8";"16,3";"1017,2";"1017,2";"1016,7";"0,9";"222,0";"3,1";"";"0,0"
"08/11/2017";"0000";"20,3";"21,6";"20,3";"79,0";"79,0";"70,0";"16,5";"16,5";"15,9";"1017,9";"1017,9";"1017,2";"1,7";"188,0";"5,5";"";"0,0"
"08/11/2017";"0100";"19,4";"20,3";"19,1";"92,0";"92,0";"79,0";"18,0";"18,1";"16,6";"1018,0";"1018,1";"1017,9";"1,6";"207,0";"5,5";"";"0,6"
"08/11/2017";"0200";"19,1";"19,4";"19,0";"";"";"";"";"";"";"1017,1";"1018,0";"1017,1";"0,4";"245,0";"5,1";"";"0,0"
"08/11/2017";"0300";"19,3";"19,3";"19,1";"";"";"";"";"";"";"1016,5";"1017,1";"1016,5";"0,5";"105,0";"1,3";"";"0,0"
"08/11/2017";"0400";"19,1";"19,3";"19,1";"";"";"";"";"";"";"1015,7";"1016,5";"1015,7";"0,5";"284,0";"1,2";"";"0,0"
"08/11/2017";"0500";"18,0";"19,1";"17,9";"";"";"";"";"";"";"1014,9";"1015,7";"1014,9";"0,2";"58,0";"1,2";"";"0,0"
"08/11/2017";"0600";"17,7";"18,0";"17,6";"";"";"";"";"";"";"1014,8";"1014,9";"1014,7";"0,3";"15,0";"1,7";"";"0,0"
"08/11/2017";"0700";"17,7";"17,8";"17,5";"";"";"";"";"";"";"1015,1";"1015,1";"1014,7";"0,8";"2,0";"1,7";"";"0,0"
"08/11/2017";"0800";"18,5";"18,5";"17,6";"";"";"";"";"";"";"1015,7";"1015,7";"1015,1";"0,7";"317,0";"1,7";"";"0,0"
"08/11/2017";"0900";"19,7";"19,7";"18,5";"";"";"";"";"";"";"1016,4";"1016,4";"1015,7";"1,2";"178,0";"4,9";"68,50";"0,0"
"08/11/2017";"1000";"21,1";"21,1";"19,7";"";"";"";"";"";"";"1017,0";"1017,0";"1016,4";"0,7";"210,0";"3,1";"438,70";"0,0"
"08/11/2017";"1100";"21,4";"21,4";"20,3";"90,0";"100,0";"89,0";"19,6";"21,3";"18,9";"1017,6";"1017,6";"1017,0";"1,4";"184,0";"4,0";"597,00";"0,6"
"08/11/2017";"1200";"22,4";"22,4";"20,7";"85,0";"93,0";"84,0";"19,8";"20,4";"18,4";"1017,8";"1017,8";"1017,6";"1,0";"203,0";"4,2";"1046,20";"0,2"
"08/11/2017";"1300";"23,4";"23,4";"21,8";"76,0";"85,0";"75,0";"19,0";"19,6";"17,9";"1017,8";"1018,0";"1017,8";"1,2";"150,0";"5,3";"1334,30";"0,0"
"08/11/2017";"1400";"24,0";"24,6";"23,2";"67,0";"76,0";"65,0";"17,5";"18,4";"17,1";"1017,6";"1017,8";"1017,6";"2,1";"168,0";"5,1";"2137,20";"0,0"
"08/11/2017";"1500";"24,5";"25,3";"23,6";"62,0";"69,0";"61,0";"16,8";"18,8";"16,7";"1017,0";"1017,6";"1016,9";"2,2";"135,0";"4,9";"2423,90";"0,0"
"08/11/2017";"1600";"23,7";"24,5";"23,6";"66,0";"68,0";"62,0";"16,9";"17,9";"16,5";"1016,5";"1017,0";"1016,5";"1,4";"157,0";"5,9";"1454,90";"0,2"
"08/11/2017";"1700";"23,8";"24,2";"23,5";"64,0";"66,0";"62,0";"16,4";"17,2";"16,0";"1016,0";"1016,5";"1016,0";"1,1";"146,0";"4,3";"906,60";"0,0"
"08/11/2017";"1800";"23,6";"24,0";"23,4";"63,0";"64,0";"61,0";"16,1";"16,5";"15,7";"1015,8";"1016,0";"1015,8";"1,3";"148,0";"3,5";"621,20";"0,0"
"08/11/2017";"1900";"23,7";"23,8";"23,5";"64,0";"64,0";"62,0";"16,4";"16,5";"15,9";"1015,6";"1015,8";"1015,5";"0,9";"166,0";"3,3";"399,20";"0,0"
"08/11/2017";"2000";"23,6";"23,8";"23,6";"63,0";"65,0";"63,0";"16,2";"16,8";"16,1";"1015,9";"1015,9";"1015,6";"0,6";"138,0";"3,4";"344,80";"0,0"
"08/11/2017";"2100";"23,1";"23,6";"23,1";"66,0";"68,0";"63,0";"16,4";"16,9";"16,3";"1016,3";"1016,3";"1015,9";"1,1";"117,0";"2,1";"82,50";"0,0"
"08/11/2017";"2200";"22,2";"23,1";"22,2";"74,0";"74,0";"66,0";"17,4";"17,4";"16,3";"1017,0";"1017,0";"1016,3";"0,7";"282,0";"2,6";"";"0,0"
"08/11/2017";"2300";"21,5";"22,2";"21,5";"83,0";"83,0";"74,0";"18,4";"18,5";"17,4";"1017,3";"1017,3";"1017,0";"0,4";"246,0";"1,8";"";"0,0"
"09/11/2017";"0000";"21,9";"21,9";"21,5";"75,0";"83,0";"75,0";"17,3";"18,4";"17,3";"1017,8";"1017,8";"1017,3";"1,2";"208,0";"3,1";"";"0,0"
"09/11/2017";"0100";"20,6";"21,9";"20,5";"90,0";"90,0";"75,0";"19,0";"19,0";"17,2";"1017,9";"1018,0";"1017,8";"0,6";"225,0";"4,2";"";"0,0"
"09/11/2017";"0200";"20,1";"20,6";"20,1";"";"";"";"";"";"";"1017,1";"1017,9";"1017,1";"0,8";"286,0";"2,4";"";"0,2"
"09/11/2017";"0300";"19,7";"20,2";"19,7";"";"";"";"";"";"";"1016,5";"1017,1";"1016,5";"1,7";"307,0";"3,2";"";"0,0"
"09/11/2017";"0400";"19,8";"19,8";"19,7";"";"";"";"";"";"";"1016,1";"1016,5";"1016,0";"0,9";"294,0";"3,2";"";"0,0"
"09/11/2017";"0500";"19,9";"19,9";"19,8";"";"";"";"";"";"";"1015,7";"1016,1";"1015,7";"0,5";"309,0";"1,8";"";"0,2"
"09/11/2017";"0600";"19,9";"20,0";"19,9";"";"";"";"";"";"";"1016,0";"1016,0";"1015,7";"0,5";"198,0";"1,2";"";"0,0"
"09/11/2017";"0700";"19,7";"20,0";"19,7";"";"";"";"";"";"";"1015,7";"1016,0";"1015,7";"0,4";"254,0";"3,2";"";"0,0"
"09/11/2017";"0800";"19,8";"19,9";"19,7";"";"";"";"";"";"";"1016,0";"1016,0";"1015,7";"1,4";"329,0";"2,5";"";"0,2"
"09/11/2017";"0900";"19,4";"19,8";"19,2";"";"";"";"";"";"";"1016,7";"1016,7";"1015,9";"1,1";"347,0";"3,4";"54,00";"1,0"
"09/11/2017";"1000";"19,4";"19,4";"19,0";"";"";"";"";"";"";"1017,2";"1017,2";"1016,7";"0,7";"316,0";"3,0";"262,90";"1,4"
"09/11/2017";"1100";"19,6";"19,8";"19,3";"";"";"";"";"";"";"1017,4";"1017,5";"1017,2";"1,4";"290,0";"2,8";"459,20";"0,4"
"09/11/2017";"1200";"20,8";"20,8";"19,6";"";"";"";"";"";"";"1017,0";"1017,5";"1017,0";"2,1";"280,0";"4,2";"904,00";"0,2"
"09/11/2017";"1300";"21,7";"21,7";"20,5";"87,0";"";"";"19,4";"";"";"1017,0";"1017,0";"1016,9";"1,8";"291,0";"4,2";"953,00";"0,0"
"09/11/2017";"1400";"22,7";"23,1";"21,7";"74,0";"87,0";"73,0";"17,8";"19,4";"17,5";"1016,5";"1017,0";"1016,4";"1,5";"262,0";"4,1";"1130,10";"0,0"
"09/11/2017";"1500";"24,3";"24,5";"22,7";"63,0";"74,0";"63,0";"16,7";"18,0";"16,7";"1016,0";"1016,5";"1016,0";"0,8";"204,0";"3,7";"1154,10";"0,0"
"09/11/2017";"1600";"24,5";"24,8";"24,3";"66,0";"66,0";"62,0";"17,7";"17,8";"16,9";"1015,3";"1016,0";"1015,3";"1,1";"188,0";"2,8";"1150,40";"0,0"
"09/11/2017";"1700";"21,9";"24,5";"21,9";"80,0";"80,0";"66,0";"18,3";"18,5";"17,5";"1014,9";"1015,3";"1014,9";"1,3";"185,0";"3,3";"654,80";"0,6"
"09/11/2017";"1800";"21,4";"22,0";"21,4";"82,0";"84,0";"80,0";"18,2";"18,9";"18,2";"1014,7";"1014,9";"1014,7";"1,1";"182,0";"3,4";"648,80";"0,4"
"09/11/2017";"1900";"21,3";"21,4";"21,1";"83,0";"85,0";"82,0";"18,3";"18,6";"18,1";"1014,8";"1014,8";"1014,7";"0,8";"198,0";"3,6";"483,20";"0,0"
"09/11/2017";"2000";"21,0";"21,6";"21,0";"85,0";"85,0";"82,0";"18,4";"18,5";"18,2";"1015,2";"1015,2";"1014,8";"0,5";"223,0";"2,5";"197,70";"0,0"
"09/11/2017";"2100";"19,3";"21,0";"19,3";"";"100,0";"85,0";"";"19,5";"18,4";"1015,1";"1015,3";"1015,1";"0,4";"218,0";"2,8";"31,30";"0,8"
"09/11/2017";"2200";"19,5";"19,5";"19,3";"";"";"";"";"";"";"1015,0";"1015,1";"1014,8";"0,6";"304,0";"1,0";"";"0,0"
"09/11/2017";"2300";"19,6";"19,6";"19,5";"";"";"";"";"";"";"1015,4";"1015,4";"1015,0";"0,3";"346,0";"1,4";"";"0,0"
"10/11/2017";"0000";"20,1";"20,1";"19,6";"";"";"";"";"";"";"1015,6";"1015,6";"1015,3";"0,5";"299,0";"0,9";"";"0,0"
"10/11/2017";"0100";"20,3";"20,3";"20,0";"";"";"";"";"";"";"1015,4";"1015,6";"1015,4";"0,6";"298,0";"1,2";"";"0,0"
"10/11/2017";"0200";"20,2";"20,4";"20,2";"";"";"";"";"";"";"1015,0";"1015,4";"1014,9";"0,6";"292,0";"1,6";"";"0,0"
"10/11/2017";"0300";"20,3";"20,4";"20,2";"";"";"";"";"";"";"1014,3";"1015,0";"1014,3";"1,0";"311,0";"1,6";"";"0,0"
"10/11/2017";"0400";"19,8";"20,4";"19,8";"";"";"";"";"";"";"1013,7";"1014,3";"1013,6";"1,3";"301,0";"2,6";"";"0,8"
"10/11/2017";"0500";"19,9";"19,9";"19,8";"";"";"";"";"";"";"1013,2";"1013,7";"1013,2";"1,1";"298,0";"2,9";"";"0,8"
"10/11/2017";"0600";"20,1";"20,1";"19,9";"";"";"";"";"";"";"1013,3";"1013,4";"1013,2";"1,0";"295,0";"2,5";"";"0,2"
"10/11/2017";"0700";"20,0";"20,1";"20,0";"";"";"";"";"";"";"1013,4";"1013,4";"1013,3";"0,8";"290,0";"2,1";"";"0,0"
"10/11/2017";"0800";"20,1";"20,1";"20,0";"";"";"";"";"";"";"1013,5";"1013,6";"1013,4";"0,6";"276,0";"2,2";"1,00";"0,6"
"10/11/2017";"0900";"20,6";"20,6";"20,1";"";"";"";"";"";"";"1014,1";"1014,1";"1013,5";"0,3";"340,0";"1,8";"74,10";"0,0"
"10/11/2017";"1000";"21,7";"21,8";"20,6";"";"";"";"";"";"";"1014,4";"1014,4";"1014,1";"0,3";"146,0";"1,8";"399,30";"0,0"
"10/11/2017";"1100";"23,4";"23,4";"21,7";"";"";"";"";"";"";"1014,6";"1014,6";"1014,4";"0,9";"262,0";"1,8";"822,60";"0,0"
"10/11/2017";"1200";"24,7";"25,1";"23,2";"81,0";"";"";"21,2";"";"";"1014,4";"1014,7";"1014,4";"0,7";"256,0";"2,1";"1075,00";"0,0"
"10/11/2017";"1300";"25,3";"25,6";"24,5";"77,0";"81,0";"74,0";"21,0";"21,5";"20,4";"1014,1";"1014,5";"1014,1";"0,9";"343,0";"2,3";"1360,40";"0,0"
"10/11/2017";"1400";"25,0";"26,5";"24,5";"81,0";"82,0";"71,0";"21,5";"21,5";"20,7";"1013,6";"1014,1";"1013,5";"1,3";"98,0";"3,6";"1174,10";"0,0"
"10/11/2017";"1500";"26,7";"26,7";"24,6";"75,0";"81,0";"75,0";"21,9";"22,4";"20,7";"1012,7";"1013,6";"1012,7";"3,0";"53,0";"6,5";"2261,90";"0,2"
"10/11/2017";"1600";"27,6";"27,8";"26,6";"66,0";"75,0";"65,0";"20,7";"22,3";"20,2";"1011,6";"1012,7";"1011,6";"2,2";"27,0";"6,5";"2277,80";"0,0"
"10/11/2017";"1700";"25,7";"27,7";"25,5";"75,0";"75,0";"65,0";"20,9";"21,1";"20,3";"1011,2";"1011,6";"1011,2";"2,8";"37,0";"7,8";"1588,00";"0,0"
"10/11/2017";"1800";"25,9";"26,3";"25,4";"73,0";"76,0";"71,0";"20,7";"21,3";"20,2";"1009,9";"1011,2";"1009,9";"3,0";"26,0";"7,6";"1455,80";"0,0"
"10/11/2017";"1900";"26,5";"26,6";"25,6";"72,0";"77,0";"71,0";"21,1";"21,9";"20,4";"1009,3";"1010,0";"1009,3";"2,6";"360,0";"7,4";"1109,10";"0,0"
"10/11/2017";"2000";"25,1";"26,7";"25,1";"76,0";"77,0";"69,0";"20,6";"21,2";"20,4";"1009,5";"1009,5";"1009,2";"3,0";"20,0";"7,6";"494,70";"0,0"
"10/11/2017";"2100";"24,1";"25,1";"24,1";"80,0";"80,0";"76,0";"20,4";"20,6";"20,2";"1009,7";"1009,7";"1009,5";"1,8";"10,0";"7,6";"115,00";"0,0"
"10/11/2017";"2200";"23,7";"24,1";"23,5";"84,0";"85,0";"80,0";"20,9";"21,0";"20,4";"1010,0";"1010,0";"1009,6";"1,9";"24,0";"5,4";"";"0,0"
"10/11/2017";"2300";"23,7";"23,7";"23,6";"86,0";"86,0";"84,0";"21,1";"21,1";"20,7";"1010,5";"1010,5";"1009,9";"1,6";"2,0";"4,8";"";"0,0"
"11/11/2017";"0000";"23,6";"23,8";"23,6";"90,0";"90,0";"86,0";"21,9";"21,9";"21,1";"1010,9";"1010,9";"1010,5";"1,8";"3,0";"6,5";"";"0,0"
"11/11/2017";"0100";"23,8";"23,8";"23,6";"91,0";"97,0";"90,0";"22,3";"23,1";"21,9";"1010,6";"1011,0";"1010,6";"2,0";"8,0";"6,8";"";"0,0"
"11/11/2017";"0200";"23,7";"23,9";"23,7";"90,0";"91,0";"88,0";"21,9";"22,2";"21,8";"1010,0";"1010,6";"1010,0";"2,0";"20,0";"7,7";"";"0,0"
"11/11/2017";"0300";"24,1";"24,1";"23,6";"83,0";"90,0";"83,0";"21,1";"21,9";"21,1";"1009,3";"1010,0";"1009,3";"2,0";"359,0";"5,9";"";"0,0"
"11/11/2017";"0400";"24,2";"24,3";"24,1";"78,0";"83,0";"78,0";"20,3";"21,0";"20,3";"1008,4";"1009,3";"1008,4";"2,7";"344,0";"6,8";"";"0,0"
"11/11/2017";"0500";"24,1";"24,3";"24,1";"78,0";"79,0";"77,0";"20,0";"20,2";"19,9";"1007,9";"1008,4";"1007,9";"2,7";"346,0";"8,2";"";"0,0"
"11/11/2017";"0600";"22,9";"24,1";"22,9";"85,0";"85,0";"78,0";"20,3";"20,3";"20,0";"1007,5";"1007,9";"1007,5";"2,4";"327,0";"7,5";"";"0,0"
"11/11/2017";"0700";"23,4";"23,4";"22,9";"82,0";"86,0";"82,0";"20,1";"20,6";"20,1";"1007,7";"1007,7";"1007,5";"2,3";"331,0";"7,0";"";"0,2"
"11/11/2017";"0800";"23,5";"23,6";"23,1";"77,0";"82,0";"77,0";"19,3";"20,1";"19,3";"1007,9";"1008,0";"1007,7";"2,8";"330,0";"5,9";"";"0,0"
"11/11/2017";"0900";"23,1";"23,5";"23,1";"81,0";"81,0";"77,0";"19,6";"19,6";"19,3";"1008,3";"1008,3";"1007,9";"2,6";"319,0";"6,2";"42,00";"0,0"
"11/11/2017";"1000";"23,6";"23,6";"23,0";"81,0";"82,0";"81,0";"20,1";"20,2";"19,6";"1008,7";"1008,8";"1008,3";"2,7";"324,0";"5,8";"279,80";"0,4"
"11/11/2017";"1100";"23,1";"23,8";"23,1";"85,0";"86,0";"78,0";"20,4";"20,6";"19,8";"1009,0";"1009,0";"1008,6";"2,3";"333,0";"6,7";"490,40";"0,6"
"11/11/2017";"1200";"24,1";"24,6";"23,1";"78,0";"85,0";"74,0";"20,1";"20,6";"19,7";"1009,0";"1009,0";"1008,8";"2,2";"353,0";"5,9";"656,00";"0,0"
"11/11/2017";"1300";"23,5";"24,1";"23,4";"";"100,0";"78,0";"";"23,4";"20,1";"1008,7";"1009,1";"1008,7";"1,4";"359,0";"5,9";"514,70";"1,0"
"11/11/2017";"1400";"24,3";"24,4";"23,4";"";"";"";"";"";"";"1008,3";"1008,7";"1008,2";"1,6";"13,0";"4,6";"852,80";"0,8"
"11/11/2017";"1500";"24,3";"24,3";"24,1";"";"";"";"";"";"";"1007,3";"1008,3";"1007,3";"1,8";"24,0";"4,9";"767,70";"1,2"
"11/11/2017";"1600";"24,6";"24,7";"24,2";"87,0";"";"";"22,2";"";"";"1006,4";"1007,3";"1006,4";"2,0";"27,0";"5,9";"838,60";"0,4"
"11/11/2017";"1700";"24,4";"24,6";"24,1";"84,0";"87,0";"83,0";"21,6";"22,2";"21,2";"1005,8";"1006,4";"1005,8";"1,3";"42,0";"5,2";"679,40";"0,4"
"11/11/2017";"1800";"24,4";"24,6";"24,3";"85,0";"86,0";"84,0";"21,7";"22,0";"21,5";"1005,5";"1005,8";"1005,4";"1,3";"41,0";"4,7";"502,40";"0,4"
"11/11/2017";"1900";"24,0";"24,4";"24,0";"88,0";"89,0";"85,0";"21,9";"22,2";"21,7";"1005,6";"1005,6";"1005,4";"1,5";"40,0";"4,0";"294,40";"0,4"
"11/11/2017";"2000";"23,6";"24,0";"23,4";"";"";"";"";"";"";"1005,6";"1005,9";"1005,5";"1,8";"6,0";"5,0";"100,80";"0,8"
"11/11/2017";"2100";"23,5";"23,6";"23,4";"";"";"";"";"";"";"1005,9";"1005,9";"1005,5";"1,9";"22,0";"5,6";"20,70";"0,6"
"11/11/2017";"2200";"23,8";"23,8";"23,5";"";"";"";"";"";"";"1006,3";"1006,3";"1005,8";"2,0";"11,0";"4,9";"";"0,0"
"11/11/2017";"2300";"23,4";"23,8";"23,4";"";"";"";"";"";"";"1006,8";"1006,8";"1006,3";"0,5";"53,0";"4,9";"";"0,2"
"12/11/2017";"0000";"23,1";"23,4";"23,1";"";"";"";"";"";"";"1007,9";"1007,9";"1006,8";"0,9";"242,0";"2,2";"";"0,0"
"12/11/2017";"0100";"23,2";"23,4";"23,1";"";"";"";"";"";"";"1008,4";"1008,4";"1007,9";"1,3";"159,0";"4,2";"";"0,4"
"12/11/2017";"0200";"22,3";"23,2";"22,3";"";"";"";"";"";"";"1008,2";"1008,4";"1008,2";"1,8";"173,0";"5,2";"";"0,2"
"12/11/2017";"0300";"22,2";"22,3";"22,0";"";"";"";"";"";"";"1007,5";"1008,2";"1007,5";"0,6";"143,0";"5,2";"0,40";"0,0"
"12/11/2017";"0400";"21,6";"22,2";"21,5";"";"";"";"";"";"";"1006,7";"1007,5";"1006,7";"0,6";"201,0";"2,4";"";"0,0"
"12/11/2017";"0500";"21,2";"21,6";"21,2";"";"";"";"";"";"";"1006,1";"1006,7";"1006,0";"0,8";"159,0";"3,1";"";"1,6"
"12/11/2017";"0600";"21,0";"21,2";"21,0";"";"";"";"";"";"";"1006,0";"1006,1";"1005,9";"0,4";"342,0";"1,6";"";"3,2"
"12/11/2017";"0700";"20,8";"21,0";"20,7";"";"";"";"";"";"";"1006,3";"1006,4";"1006,0";"0,6";"83,0";"1,4";"";"3,0"
"12/11/2017";"0800";"20,6";"20,8";"20,6";"";"";"";"";"";"";"1007,0";"1007,1";"1006,3";"0,7";"250,0";"1,9";"";"12,2"
"12/11/2017";"0900";"20,9";"20,9";"20,5";"";"";"";"";"";"";"1007,6";"1007,6";"1006,9";"0,5";"43,0";"1,7";"52,60";"3,8"
"12/11/2017";"1000";"21,2";"21,3";"20,8";"";"";"";"";"";"";"1008,1";"1008,1";"1007,5";"0,6";"13,0";"1,7";"183,00";"1,0"
"12/11/2017";"1100";"21,5";"21,7";"21,2";"";"";"";"";"";"";"1008,3";"1008,4";"1008,1";"0,7";"9,0";"1,8";"395,60";"1,0"
"12/11/2017";"1200";"22,3";"22,5";"21,4";"";"";"";"";"";"";"1008,3";"1008,5";"1008,3";"0,8";"312,0";"1,8";"654,90";"0,2"
"12/11/2017";"1300";"23,9";"24,1";"22,3";"";"";"";"";"";"";"1007,9";"1008,5";"1007,9";"0,7";"350,0";"2,0";"1247,20";"0,2"
"12/11/2017";"1400";"23,0";"24,2";"23,0";"85,0";"97,0";"84,0";"20,4";"23,1";"20,4";"1007,5";"1008,0";"1007,5";"0,9";"75,0";"3,1";"538,50";"0,0"
"12/11/2017";"1500";"22,6";"23,0";"21,9";"79,0";"100,0";"79,0";"18,7";"22,5";"18,3";"1007,3";"1007,7";"1007,3";"1,1";"143,0";"4,1";"312,60";"0,0"
"12/11/2017";"1600";"23,9";"24,2";"22,6";"71,0";"79,0";"69,0";"18,3";"19,2";"17,9";"1006,7";"1007,3";"1006,7";"1,7";"139,0";"4,1";"1027,70";"0,0"
"12/11/2017";"1700";"23,6";"24,1";"23,3";"77,0";"77,0";"70,0";"19,3";"19,3";"18,1";"1006,4";"1006,8";"1006,4";"1,3";"185,0";"4,1";"784,20";"0,0"
"12/11/2017";"1800";"22,8";"23,8";"22,8";"80,0";"80,0";"75,0";"19,2";"19,4";"18,9";"1006,5";"1006,5";"1006,3";"1,4";"147,0";"3,5";"465,80";"0,0"
"12/11/2017";"1900";"22,8";"23,0";"22,8";"78,0";"80,0";"77,0";"18,7";"19,3";"18,6";"1006,5";"1006,6";"1006,3";"1,1";"200,0";"3,5";"281,80";"0,0"
"12/11/2017";"2000";"23,4";"23,5";"22,8";"75,0";"78,0";"75,0";"18,7";"19,0";"18,5";"1006,5";"1006,7";"1006,5";"0,4";"8,0";"2,4";"353,50";"0,0"
"12/11/2017";"2100";"22,4";"23,5";"22,4";"79,0";"79,0";"74,0";"18,6";"19,1";"18,4";"1007,1";"1007,1";"1006,4";"0,6";"102,0";"2,2";"209,60";"0,0"
"12/11/2017";"2200";"20,7";"22,4";"20,7";"";"100,0";"79,0";"";"20,8";"18,4";"1007,5";"1007,5";"1007,0";"0,2";"103,0";"1,2";"";"0,0"
"12/11/2017";"2300";"21,0";"21,0";"20,6";"";"";"";"";"";"";"1008,8";"1008,8";"1007,5";"0,5";"207,0";"1,0";"";"0,0"
"13/11/2017";"0000";"20,5";"21,0";"20,5";"";"";"";"";"";"";"1009,2";"1009,3";"1008,8";"0,3";"210,0";"1,0";"";"0,0"
"13/11/2017";"0100";"20,0";"20,5";"20,0";"";"";"";"";"";"";"1009,4";"1009,7";"1009,2";"0,4";"316,0";"1,2";"";"0,0"
"13/11/2017";"0200";"20,3";"20,4";"19,9";"";"";"";"";"";"";"1009,2";"1009,6";"1009,1";"0,5";"301,0";"0,9";"";"0,0"
"13/11/2017";"0300";"20,4";"20,5";"20,2";"";"";"";"";"";"";"1008,8";"1009,2";"1008,6";"0,3";"353,0";"1,5";"";"0,0"
"13/11/2017";"0400";"20,2";"20,4";"20,2";"";"";"";"";"";"";"1008,4";"1008,8";"1008,1";"0,6";"275,0";"2,0";"";"0,0"
"13/11/2017";"0500";"19,8";"20,2";"19,7";"";"";"";"";"";"";"1007,8";"1008,4";"1007,6";"0,7";"311,0";"1,4";"";"0,0"
"13/11/2017";"0600";"19,9";"20,1";"19,7";"";"";"";"";"";"";"1007,9";"1008,0";"1007,7";"0,2";"45,0";"1,6";"";"0,0"
"13/11/2017";"0700";"20,0";"20,0";"19,7";"";"";"";"";"";"";"1008,2";"1008,2";"1007,8";"0,8";"300,0";"2,1";"";"0,0"
